case_id;operation;timestamp
250;Open;09/21/2017 15:22:13
250;Delete;09/21/2017 15:19:04
250;Open;09/21/2017 15:22:03
250;Delete;09/21/2017 15:19:04
250;Delete;09/21/2017 15:19:04
250;Delete;09/21/2017 15:19:04
250;Delete;09/27/2017 09:05:16
250;Delete;09/27/2017 09:05:15
607;Create;09/22/2017 13:49:39
607;Move;09/22/2017 13:49:39
607;Create;09/23/2017 09:58:35
607;Move;09/23/2017 09:58:35
4205;Open;09/23/2017 09:44:11
4205;Open;09/23/2017 10:02:37
4205;Open;09/22/2017 13:50:44
4205;Open;09/23/2017 09:14:54
4205;Open;09/23/2017 10:04:26
4205;Open;09/22/2017 13:49:19
4205;Open;09/23/2017 10:00:00
4205;Open;09/23/2017 10:07:21
4205;Open;09/23/2017 10:07:28
187;Create;09/22/2017 14:58:08
1361;Open;09/16/2017 16:30:07
2720;Open;09/23/2017 09:33:46
1338;Open;09/22/2017 13:50:47
1338;Open;09/23/2017 10:07:29
1338;Open;09/23/2017 09:44:14
1338;Open;09/23/2017 10:02:37
1338;Open;09/23/2017 10:04:27
1338;Open;09/22/2017 13:49:22
1338;Open;09/23/2017 10:00:01
1338;Open;09/23/2017 10:07:22
1338;Open;09/23/2017 09:15:11
848;Open;09/22/2017 10:31:12
848;Delete;09/17/2017 09:31:27
848;Open;09/28/2017 08:48:22
848;Delete;09/17/2017 09:31:27
848;Delete;09/17/2017 09:31:27
848;Delete;09/17/2017 09:31:27
848;Open;09/21/2017 15:21:47
848;Open;09/21/2017 15:20:10
848;Open;09/21/2017 15:20:11
848;Delete;09/17/2017 09:31:27
848;Delete;09/17/2017 09:31:27
848;Delete;09/17/2017 09:31:27
848;Open;09/21/2017 15:22:37
848;Open;09/21/2017 15:20:12
848;Delete;09/17/2017 09:31:27
848;Delete;09/17/2017 09:31:27
848;Open;09/21/2017 15:22:34
848;Delete;09/17/2017 09:31:27
848;Delete;09/17/2017 09:31:27
848;Delete;09/17/2017 09:31:27
4034;Delete;09/23/2017 09:44:24
4034;Create;09/23/2017 09:44:24
5342;Open;09/23/2017 13:39:01
4719;Create;09/23/2017 09:58:37
4719;Open;09/23/2017 09:58:37
4719;Delete;09/23/2017 09:58:37
2700;Open;09/23/2017 12:19:25
2700;Open;09/23/2017 12:48:11
2078;Create;09/28/2017 11:56:56
4853;Move;9.8.2017 13:06
822;Open;09/24/2017 15:46:09
822;Create;09/24/2017 13:23:38
822;Open;09/24/2017 13:23:38
822;Create;09/24/2017 15:46:09
822;Move;09/24/2017 15:45:36
822;Open;09/27/2017 12:20:51
822;Open;09/21/2017 15:22:15
822;Delete;09/21/2017 15:19:04
822;Delete;09/21/2017 15:19:04
2648;Open;09/23/2017 12:19:45
2648;Open;09/23/2017 12:48:33
5304;Delete;09/27/2017 09:05:18
5304;Delete;09/27/2017 09:05:16
5203;Move;09/24/2017 11:30:51
457;Open;09/22/2017 14:29:48
457;Open;09/23/2017 12:48:03
457;Open;09/22/2017 14:35:38
457;Open;09/23/2017 12:19:17
457;Open;09/23/2017 08:58:02
457;Open;09/23/2017 13:18:57
2630;Delete;09/22/2017 14:35:41
3254;Delete;09/22/2017 14:27:09
3490;Open;09/23/2017 12:19:11
3490;Open;09/23/2017 12:47:57
3982;Open;09/22/2017 10:31:33
2549;Move;09/22/2017 13:49:30
2549;Create;09/23/2017 09:58:25
2549;Create;09/22/2017 13:49:30
2549;Move;09/23/2017 09:58:25
1640;Open;09/23/2017 09:15:01
1640;Open;09/23/2017 10:02:37
1640;Open;09/23/2017 10:04:26
1640;Open;09/23/2017 10:07:28
1640;Open;09/22/2017 13:50:45
1640;Open;09/22/2017 13:49:20
1640;Open;09/23/2017 09:44:12
1640;Open;09/23/2017 10:00:00
1640;Open;09/23/2017 10:07:21
3346;Open;09/23/2017 13:55:11
3346;Rename;09/23/2017 13:55:58
2660;Open;09/23/2017 12:19:36
2660;Open;09/23/2017 12:48:25
4504;Move;09/24/2017 11:30:51
3438;Delete;09/23/2017 08:24:06
5344;Rename;09/23/2017 13:38:59
1418;Delete;09/21/2017 15:19:04
1418;Open;09/21/2017 15:22:34
1418;Delete;09/21/2017 15:19:04
5516;Copy;09/14/2017 08:16:30
4780;Delete;09/22/2017 14:27:09
5517;Copy;09/14/2017 08:16:30
5518;Copy;09/14/2017 08:16:30
5519;Copy;09/14/2017 08:16:30
4420;Copy;09/14/2017 08:16:30
4421;Copy;09/14/2017 08:16:30
3414;Open;09/23/2017 12:19:21
3414;Open;09/23/2017 12:48:09
35;Open;09/27/2017 11:06:32
35;Open;09/27/2017 12:57:20
35;Open;09/24/2017 15:13:47
35;Open;09/24/2017 15:25:09
35;Open;09/24/2017 15:20:14
35;Open;09/24/2017 15:26:58
35;Open;09/27/2017 11:41:26
35;Open;09/27/2017 09:33:56
35;Open;09/27/2017 10:09:57
35;Open;09/27/2017 11:36:21
35;Open;09/27/2017 12:48:17
35;Open;09/27/2017 14:18:33
35;Open;09/27/2017 14:21:05
35;Open;09/27/2017 13:51:13
35;Open;09/27/2017 12:46:12
35;Open;09/27/2017 11:26:49
35;Open;09/27/2017 11:12:16
35;Open;09/24/2017 15:15:38
35;Open;09/27/2017 09:40:16
35;Open;09/27/2017 10:11:44
35;Open;09/27/2017 11:39:30
35;Open;09/27/2017 09:59:43
35;Open;09/27/2017 09:30:18
35;Open;09/27/2017 10:07:57
35;Open;09/27/2017 08:19:39
35;Open;09/27/2017 08:40:39
35;Open;09/24/2017 15:22:03
3604;Delete;09/23/2017 08:24:06
4249;Open;09/23/2017 12:48:08
4249;Open;09/23/2017 12:19:21
4093;Delete;09/23/2017 08:24:06
2907;Delete;09/23/2017 09:58:29
2907;Create;09/23/2017 09:58:19
2907;Open;09/23/2017 09:58:29
602;Open;09/22/2017 13:49:00
602;Open;09/23/2017 08:58:48
602;Open;09/23/2017 09:43:56
602;Open;09/22/2017 14:35:23
602;Open;09/23/2017 09:13:34
602;Open;09/23/2017 10:07:13
602;Open;09/23/2017 09:57:43
602;Open;09/23/2017 09:34:58
602;Open;09/23/2017 10:19:00
602;Open;09/23/2017 09:57:59
602;Open;09/23/2017 10:04:23
787;Create;09/13/2017 13:04:35
787;Move;09/13/2017 13:04:35
4852;Create;09/22/2017 09:43:59
4852;Move;09/22/2017 09:43:59
3839;Delete;09/22/2017 13:49:38
3839;Open;09/22/2017 13:49:38
3839;Create;09/22/2017 13:49:38
4161;Open;09/23/2017 09:44:08
4161;Open;09/23/2017 09:14:36
4161;Open;09/22/2017 13:50:43
4161;Open;09/22/2017 13:49:17
4161;Open;09/23/2017 10:04:26
4161;Open;09/23/2017 10:02:37
4161;Open;09/23/2017 10:07:27
4161;Open;09/23/2017 10:00:00
4161;Open;09/23/2017 10:07:21
2954;Open;09/28/2017 08:22:56
2954;Open;09/28/2017 08:22:42
476;Open;09/23/2017 09:44:11
476;Open;09/23/2017 10:04:26
476;Open;09/23/2017 10:07:22
476;Open;09/23/2017 10:02:37
476;Open;09/23/2017 09:14:54
476;Open;09/22/2017 13:49:19
476;Open;09/22/2017 13:50:44
476;Open;09/23/2017 10:00:00
476;Open;09/23/2017 10:07:28
1231;Delete;09/23/2017 09:38:22
1231;Delete;09/23/2017 09:39:36
1231;Create;09/23/2017 09:38:20
1231;Create;09/23/2017 09:39:35
1231;Create;09/23/2017 09:12:26
1231;Delete;09/23/2017 09:12:26
1506;Open;09/23/2017 12:19:14
1506;Create;09/23/2017 12:18:12
1506;Create;09/23/2017 13:18:01
1506;Open;09/23/2017 12:47:59
225;Delete;09/23/2017 10:04:27
225;Create;09/23/2017 10:04:27
5023;Open;09/15/2017 14:46:43
1490;Open;09/23/2017 13:18:37
3265;Delete;09/17/2017 09:31:27
983;Create;09/13/2017 10:08:43
983;Move;09/13/2017 10:08:43
1833;Create;09/23/2017 10:02:41
1833;Delete;09/23/2017 10:02:43
1332;Open;09/23/2017 09:15:01
1332;Open;09/23/2017 10:07:28
1332;Open;09/23/2017 10:07:21
1332;Open;09/23/2017 10:04:26
1332;Open;09/23/2017 10:02:37
1332;Open;09/22/2017 13:50:44
1332;Open;09/22/2017 13:49:20
1332;Open;09/23/2017 09:44:12
1332;Open;09/23/2017 10:00:00
53;Rename;09/28/2017 08:20:57
53;Create;09/24/2017 13:02:37
53;Rename;09/24/2017 13:02:40
53;Create;09/28/2017 08:20:52
4889;Delete;09/23/2017 07:56:21
2886;Open;09/23/2017 12:48:34
2886;Open;09/23/2017 12:19:47
5274;Move;09/24/2017 11:30:51
1593;Rename;09/23/2017 09:16:23
1593;Rename;09/22/2017 13:51:35
1593;Rename;09/23/2017 09:14:47
3107;Move;09/24/2017 11:30:51
3946;Create;09/23/2017 09:58:26
3946;Delete;09/23/2017 09:58:26
5374;Create;09/22/2017 13:51:55
5374;Rename;09/22/2017 13:51:55
1603;Open;09/23/2017 10:02:37
1603;Open;09/23/2017 10:07:21
1603;Open;09/23/2017 09:15:10
1603;Open;09/22/2017 13:50:47
1603;Open;09/22/2017 13:49:22
1603;Open;09/23/2017 10:07:29
1603;Open;09/23/2017 10:04:27
1603;Open;09/23/2017 09:44:14
1603;Open;09/23/2017 10:00:01
2537;Open;09/23/2017 09:15:11
2537;Open;09/22/2017 13:50:47
2537;Open;09/22/2017 13:49:23
2537;Open;09/23/2017 09:44:14
2537;Open;09/23/2017 10:02:37
2537;Open;09/23/2017 10:04:27
2537;Open;09/23/2017 10:07:29
2537;Open;09/23/2017 10:07:22
2537;Open;09/23/2017 10:00:01
3463;Open;09/23/2017 12:19:34
3463;Open;09/23/2017 12:48:21
5;Copy;09/14/2017 08:16:30
5;Copy;09/22/2017 13:23:25
4808;Open;09/23/2017 13:20:24
5494;Copy;09/14/2017 08:16:30
941;Move;09/22/2017 13:51:18
941;Move;09/22/2017 13:51:19
941;Delete;09/22/2017 13:51:19
941;Move;09/22/2017 13:51:18
941;Delete;09/27/2017 09:05:18
941;Move;09/24/2017 11:30:51
941;Open;09/22/2017 13:51:24
941;Delete;09/27/2017 09:05:16
3352;Open;09/23/2017 09:14:44
3352;Open;09/23/2017 10:07:27
3352;Open;09/23/2017 10:07:21
3352;Open;09/22/2017 13:49:18
3352;Open;09/23/2017 10:00:00
3352;Open;09/22/2017 13:50:43
3352;Open;09/23/2017 10:02:37
3352;Open;09/23/2017 09:44:09
3352;Open;09/23/2017 10:04:26
680;Create;09/22/2017 13:49:32
680;Move;09/23/2017 09:58:26
680;Create;09/23/2017 09:58:25
680;Move;09/22/2017 13:49:32
3515;Delete;09/23/2017 08:24:06
2505;Open;09/15/2017 10:14:05
4273;Open;09/23/2017 09:13:31
4273;Open;09/23/2017 12:30:54
4273;Open;09/23/2017 13:33:46
1942;Open;09/23/2017 09:14:56
1942;Open;09/23/2017 10:04:26
1942;Open;09/23/2017 10:07:28
1942;Open;09/22/2017 13:49:20
1942;Open;09/23/2017 10:00:00
1942;Open;09/23/2017 10:07:21
1942;Open;09/23/2017 09:44:12
1942;Open;09/23/2017 10:02:37
1942;Open;09/22/2017 13:50:44
1426;Open;09/22/2017 13:51:25
1426;Move;09/22/2017 13:51:19
1426;Move;09/22/2017 13:51:18
1426;Delete;09/22/2017 13:51:19
1426;Move;09/24/2017 11:30:51
1426;Move;09/22/2017 13:51:18
1428;Delete;09/22/2017 13:51:19
1428;Move;09/22/2017 13:51:18
1428;Move;09/22/2017 13:51:19
1428;Move;09/22/2017 13:51:18
1428;Move;09/24/2017 11:30:51
1428;Open;09/22/2017 13:51:25
4179;Open;09/22/2017 13:50:40
4179;Open;09/23/2017 10:02:34
3846;Delete;09/23/2017 09:16:27
1422;Create;09/23/2017 13:47:19
1840;Create;09/23/2017 13:18:52
4322;Copy;09/14/2017 08:16:30
4322;Copy;09/22/2017 13:23:25
783;Create;09/23/2017 08:15:35
783;Open;09/23/2017 12:19:27
783;Open;09/23/2017 12:48:13
4436;Delete;09/17/2017 09:31:27
2357;Open;09/23/2017 12:19:47
2357;Open;09/23/2017 12:48:34
2610;Delete;09/27/2017 11:20:11
2610;Delete;09/13/2017 13:31:35
2610;Move;09/24/2017 11:30:51
2610;Move;09/24/2017 11:30:51
2610;Create;09/27/2017 11:24:48
2610;Copy;09/27/2017 13:43:37
2610;Create;09/27/2017 10:03:50
2610;Move;09/24/2017 11:30:51
2610;Move;09/24/2017 11:30:51
1167;Open;09/23/2017 10:44:29
1167;Open;09/23/2017 12:47:56
1167;Open;09/23/2017 10:40:49
1167;Open;09/28/2017 07:32:16
1167;Open;09/28/2017 07:43:44
1167;Open;09/28/2017 07:37:15
1167;Open;09/28/2017 10:38:11
1167;Open;09/23/2017 10:47:41
1167;Open;09/28/2017 10:35:46
1167;Open;09/23/2017 12:19:10
1023;Delete;09/23/2017 07:56:21
314;Delete;09/21/2017 15:19:04
314;Delete;09/21/2017 15:19:04
314;Open;09/21/2017 15:22:01
314;Open;09/21/2017 15:22:14
314;Delete;09/21/2017 15:19:04
314;Delete;09/21/2017 15:19:04
314;Delete;09/27/2017 09:05:16
314;Delete;09/27/2017 09:05:15
1344;Open;09/27/2017 12:17:11
1344;Open;09/27/2017 12:18:19
1344;Open;09/24/2017 13:23:37
1344;Delete;09/21/2017 15:19:04
1344;Move;09/24/2017 15:45:36
1344;Open;09/27/2017 12:19:08
1344;Open;09/21/2017 15:22:30
1344;Open;09/24/2017 15:46:09
1344;Delete;09/21/2017 15:19:04
1344;Open;9.8.2017 10:24
1344;Create;09/24/2017 13:23:37
1344;Create;09/24/2017 15:46:09
1344;Open;09/27/2017 09:41:38
4188;Delete;09/22/2017 13:50:28
2704;Open;09/23/2017 12:19:27
2704;Create;09/14/2017 11:51:53
2704;Open;09/23/2017 12:48:14
2704;Create;09/14/2017 12:06:35
2704;Create;09/13/2017 08:26:48
4380;Copy;09/14/2017 08:16:30
179;Delete;09/22/2017 14:03:04
179;Delete;09/22/2017 14:01:22
179;Open;09/22/2017 13:28:19
179;Rename;09/22/2017 13:54:05
179;Open;09/22/2017 13:27:38
179;Move;09/22/2017 13:27:18
179;Open;09/22/2017 13:27:18
179;Delete;09/22/2017 14:04:12
179;Copy;09/22/2017 13:29:00
179;Move;09/22/2017 13:28:55
179;Open;09/22/2017 13:29:00
5157;Create;09/28/2017 11:57:06
4771;Delete;9.10.2017 6:55
188;Open;09/22/2017 14:57:52
188;Delete;09/23/2017 08:29:09
188;Copy;09/23/2017 08:11:39
188;Open;09/23/2017 08:11:48
188;Open;09/23/2017 07:55:44
188;Open;09/22/2017 14:57:47
188;Delete;09/23/2017 08:11:06
188;Open;09/23/2017 07:57:58
188;Open;09/23/2017 07:55:31
188;Delete;09/23/2017 07:53:50
188;Delete;09/23/2017 08:23:07
188;Delete;09/23/2017 08:22:50
188;Open;09/23/2017 08:11:56
188;Delete;09/23/2017 07:53:02
188;Open;09/22/2017 14:57:54
188;Delete;09/23/2017 08:11:14
188;Open;09/23/2017 08:11:38
188;Open;09/22/2017 14:57:51
188;Delete;09/23/2017 07:52:36
188;Open;09/23/2017 08:24:22
188;Delete;09/23/2017 08:23:19
188;Delete;09/23/2017 08:10:56
188;Open;09/23/2017 08:11:35
188;Delete;09/23/2017 08:10:47
188;Open;09/23/2017 07:55:51
188;Open;09/23/2017 07:55:34
188;Delete;09/23/2017 07:52:53
188;Copy;09/24/2017 13:39:08
188;Move;09/23/2017 08:27:46
188;Copy;09/23/2017 08:28:38
188;Copy;09/23/2017 08:28:38
2365;Delete;09/22/2017 14:27:09
1491;Open;09/23/2017 13:18:37
3629;Delete;09/22/2017 14:27:09
4649;Copy;09/14/2017 08:16:30
3943;Delete;09/22/2017 10:00:03
4897;Create;09/23/2017 07:56:08
4081;Delete;09/23/2017 10:18:55
252;Open;09/21/2017 15:22:15
252;Open;09/24/2017 13:23:38
252;Delete;09/21/2017 15:19:04
252;Move;09/24/2017 15:45:36
252;Open;09/24/2017 15:46:09
252;Delete;09/21/2017 15:19:04
252;Create;09/24/2017 15:46:09
252;Create;09/24/2017 13:23:38
5369;Create;09/22/2017 13:51:54
1657;Delete;09/27/2017 09:05:17
1657;Delete;09/27/2017 09:05:19
2350;Delete;09/21/2017 15:19:00
5438;Delete;09/23/2017 08:24:06
2060;Create;09/28/2017 11:57:06
3273;Delete;9.10.2017 6:55
3273;Delete;09/17/2017 09:31:27
1584;Delete;09/21/2017 15:19:04
1584;Delete;09/17/2017 09:31:27
1584;Open;09/21/2017 15:22:31
1584;Delete;09/17/2017 09:31:27
1584;Open;09/21/2017 15:21:45
1584;Delete;09/21/2017 15:19:04
4280;Open;09/23/2017 10:07:22
3524;Delete;09/21/2017 15:19:04
3524;Open;09/21/2017 15:22:31
3524;Delete;09/21/2017 15:19:04
3581;Delete;09/23/2017 07:56:21
3525;Delete;09/27/2017 09:05:17
4097;Delete;09/23/2017 08:24:06
1675;Delete;09/17/2017 09:31:27
1675;Delete;09/17/2017 09:31:27
1675;Open;9.5.2017 3:59
2813;Rename;09/14/2017 13:02:58
2813;Rename;09/14/2017 13:18:22
1226;Open;09/23/2017 10:04:23
1226;Open;09/23/2017 09:34:58
1226;Open;09/23/2017 09:13:34
1226;Open;09/23/2017 10:07:13
1226;Open;09/23/2017 12:19:30
1226;Open;09/23/2017 09:33:46
1226;Open;09/23/2017 09:43:56
1226;Open;09/23/2017 12:48:17
2690;Open;09/23/2017 12:19:30
2690;Open;09/27/2017 11:42:16
2690;Open;9.6.2017 14:06
2690;Open;09/23/2017 12:48:17
767;Create;09/23/2017 08:19:40
767;Open;09/23/2017 12:19:27
767;Open;09/23/2017 12:48:13
5364;Delete;09/22/2017 13:51:20
5352;Delete;09/20/2017 13:31:33
3144;Create;09/23/2017 13:19:52
1334;Open;09/22/2017 13:50:26
1334;Open;09/23/2017 09:14:43
759;Create;09/22/2017 13:49:29
759;Move;09/22/2017 13:49:29
759;Create;09/23/2017 09:58:30
759;Move;09/23/2017 09:58:30
4031;Delete;09/14/2017 13:49:56
5035;Copy;09/23/2017 10:04:25
5035;Delete;09/23/2017 10:04:27
2114;Open;09/23/2017 12:19:27
2114;Open;09/23/2017 12:48:14
2592;Open;09/20/2017 10:46:35
3074;Open;09/22/2017 13:28:45
3074;Open;09/22/2017 14:26:54
2260;Open;09/23/2017 12:30:54
2260;Open;09/23/2017 13:33:57
2260;Open;09/23/2017 09:13:32
3778;Delete;09/23/2017 07:56:21
2682;Rename;09/23/2017 09:15:23
2682;Rename;09/22/2017 13:52:11
2681;Rename;09/23/2017 09:15:22
2681;Rename;09/22/2017 13:52:10
878;Open;09/15/2017 07:07:31
878;Open;09/14/2017 13:02:56
878;Open;09/14/2017 14:55:33
878;Open;09/14/2017 11:13:25
878;Open;09/15/2017 08:31:50
878;Open;09/15/2017 08:36:23
878;Open;09/14/2017 13:18:22
878;Open;09/14/2017 14:14:40
878;Open;09/14/2017 11:23:40
432;Open;09/23/2017 10:07:21
432;Open;09/23/2017 09:44:13
432;Open;09/23/2017 10:02:37
432;Open;09/23/2017 09:15:03
432;Open;09/22/2017 13:50:45
432;Open;09/23/2017 10:00:00
432;Open;09/22/2017 13:49:21
432;Open;09/23/2017 10:04:26
432;Open;09/23/2017 10:07:28
2963;Open;09/22/2017 13:50:34
2963;Open;09/23/2017 09:15:15
1347;Delete;09/27/2017 11:20:11
1347;Delete;09/17/2017 11:48:37
1347;Delete;09/17/2017 11:48:39
4624;Delete;09/21/2017 15:19:04
692;Open;09/23/2017 10:07:29
692;Open;09/23/2017 10:02:37
692;Open;09/23/2017 09:15:12
692;Open;09/22/2017 13:50:49
692;Open;09/22/2017 13:49:24
692;Open;09/23/2017 09:44:14
692;Open;09/23/2017 10:04:27
692;Open;09/23/2017 10:00:01
692;Open;09/23/2017 10:07:21
3105;Open;09/23/2017 09:15:19
3105;Open;09/22/2017 13:50:34
3626;Open;09/23/2017 09:15:20
3626;Open;09/22/2017 13:50:35
1720;Open;09/23/2017 09:15:26
1720;Open;09/23/2017 10:04:26
1720;Open;09/23/2017 10:00:00
1720;Open;09/23/2017 10:07:26
1720;Open;09/23/2017 09:14:21
1720;Open;09/23/2017 09:44:06
1715;Create;09/22/2017 09:59:19
1715;Rename;09/22/2017 09:59:20
4335;Copy;09/14/2017 08:16:30
5368;Create;09/22/2017 13:51:54
312;Delete;09/21/2017 15:19:04
312;Delete;09/21/2017 15:19:04
312;Open;09/21/2017 15:22:24
312;Delete;09/27/2017 09:05:15
312;Delete;09/27/2017 09:05:15
312;Open;9.8.2017 10:24
312;Open;9.8.2017 10:24
312;Open;09/21/2017 15:22:12
312;Delete;09/21/2017 15:19:04
312;Delete;09/21/2017 15:19:04
4637;Copy;09/14/2017 08:16:30
4637;Copy;9.10.2017 12:49
4103;Create;09/28/2017 11:56:52
4638;Copy;09/14/2017 08:16:30
329;Delete;09/21/2017 15:19:04
329;Open;9.8.2017 10:24
329;Delete;09/21/2017 15:19:04
329;Open;09/21/2017 15:22:21
329;Delete;09/27/2017 09:05:15
329;Delete;09/21/2017 15:19:04
329;Delete;09/27/2017 09:05:15
329;Open;9.8.2017 10:24
329;Open;09/21/2017 15:22:11
329;Delete;09/21/2017 15:19:04
4111;Create;09/28/2017 11:56:52
2612;Open;09/23/2017 10:02:37
2612;Open;09/23/2017 09:15:08
2612;Open;09/23/2017 10:04:27
2612;Open;09/23/2017 09:44:13
2612;Open;09/22/2017 13:50:46
2612;Open;09/22/2017 13:49:21
2612;Open;09/23/2017 10:07:22
2612;Open;09/23/2017 10:07:29
2612;Open;09/23/2017 10:00:01
778;Delete;09/23/2017 09:58:30
778;Open;09/23/2017 09:58:30
778;Create;09/23/2017 09:58:19
5099;Delete;09/22/2017 14:27:09
2433;Delete;09/23/2017 09:58:25
2433;Create;09/23/2017 09:58:25
3967;Create;09/22/2017 13:49:28
3967;Delete;09/22/2017 13:49:28
3952;Create;09/22/2017 13:49:31
3952;Delete;09/22/2017 13:49:31
92;Open;09/22/2017 13:50:43
92;Open;09/23/2017 09:58:00
92;Open;09/23/2017 10:07:06
92;Open;09/23/2017 10:07:22
92;Open;09/23/2017 08:58:59
92;Open;09/22/2017 13:49:02
92;Open;09/23/2017 10:12:58
92;Open;09/23/2017 09:59:30
92;Open;09/23/2017 10:15:50
92;Open;09/23/2017 10:07:27
92;Open;09/23/2017 10:15:18
92;Open;09/23/2017 09:57:45
92;Open;09/22/2017 14:35:24
92;Open;09/23/2017 09:44:09
92;Open;09/23/2017 10:19:00
92;Open;09/23/2017 09:14:43
92;Open;09/23/2017 10:04:04
92;Open;09/23/2017 10:12:37
92;Open;09/23/2017 10:02:37
92;Open;09/23/2017 10:02:46
92;Open;09/23/2017 10:05:53
92;Open;09/23/2017 10:04:26
92;Open;09/23/2017 10:00:00
4368;Copy;09/14/2017 08:16:30
4824;Copy;09/14/2017 08:16:30
4824;Copy;09/22/2017 13:23:25
4825;Copy;09/14/2017 08:16:30
4825;Copy;09/22/2017 13:23:25
4826;Copy;09/14/2017 08:16:30
4826;Copy;09/22/2017 13:23:25
4306;Copy;09/14/2017 08:16:30
4306;Copy;09/22/2017 13:23:25
1732;Open;09/21/2017 15:22:04
1732;Delete;09/21/2017 15:19:04
1732;Delete;09/21/2017 15:19:04
1732;Open;09/21/2017 15:22:14
1732;Delete;09/21/2017 15:19:04
1732;Delete;09/21/2017 15:19:04
1732;Delete;09/27/2017 09:05:16
1732;Delete;09/27/2017 09:05:15
2339;Open;09/23/2017 10:00:45
2339;Open;09/23/2017 10:09:18
2339;Delete;09/23/2017 10:09:19
2339;Delete;09/23/2017 10:00:45
2339;Delete;09/23/2017 10:17:19
3075;Copy;09/14/2017 08:16:30
3075;Copy;09/22/2017 13:23:25
865;Open;09/22/2017 10:40:51
865;Open;09/24/2017 13:00:21
865;Open;09/28/2017 09:00:39
2631;Open;09/22/2017 14:35:48
5229;Open;09/24/2017 15:20:09
408;Delete;09/21/2017 15:19:04
408;Open;09/28/2017 08:48:38
408;Open;09/21/2017 15:22:32
408;Open;09/21/2017 15:21:46
408;Delete;09/17/2017 09:31:27
408;Delete;09/21/2017 15:19:04
408;Delete;09/17/2017 09:31:27
4303;Open;09/23/2017 10:07:22
1504;Delete;09/17/2017 09:31:27
1504;Open;09/21/2017 15:22:38
1504;Delete;09/17/2017 09:31:27
574;Open;09/22/2017 13:51:02
574;Open;09/23/2017 10:02:40
267;Open;09/23/2017 09:56:14
267;Open;09/23/2017 10:07:14
267;Open;09/23/2017 09:39:35
267;Open;09/23/2017 09:14:08
267;Open;09/23/2017 09:58:08
267;Open;09/23/2017 09:33:49
267;Open;09/23/2017 09:08:36
267;Open;09/23/2017 09:43:13
267;Open;09/23/2017 09:57:59
267;Open;09/23/2017 08:58:56
267;Open;09/23/2017 10:19:00
267;Open;09/23/2017 10:02:59
267;Open;09/23/2017 09:22:50
267;Open;09/23/2017 09:16:32
267;Open;09/23/2017 10:17:07
267;Open;09/23/2017 09:03:23
267;Open;09/23/2017 10:04:38
267;Open;09/23/2017 09:36:49
267;Open;09/23/2017 09:20:04
267;Open;09/23/2017 09:12:26
267;Open;09/23/2017 09:13:31
4936;Delete;09/22/2017 10:00:03
4559;Delete;09/21/2017 15:19:04
3061;SendByEmail;9.7.2017 13:22
376;SendByEmail;09/15/2017 12:03:39
5209;Delete;09/16/2017 12:16:24
5227;Open;09/24/2017 15:20:05
2181;Open;09/23/2017 10:04:27
2181;Open;09/23/2017 09:44:14
2181;Open;09/23/2017 10:02:37
2181;Open;09/23/2017 09:15:11
2181;Open;09/23/2017 10:07:29
2181;Open;09/22/2017 13:50:47
2181;Open;09/22/2017 13:49:23
2181;Open;09/23/2017 10:00:01
2181;Open;09/23/2017 10:07:22
4209;Create;09/22/2017 14:30:01
5207;Delete;09/16/2017 12:16:24
5375;Create;09/22/2017 13:51:55
4366;Copy;09/14/2017 08:16:30
4644;Copy;09/14/2017 08:16:30
4646;Copy;09/14/2017 08:16:30
4647;Copy;09/14/2017 08:16:30
4648;Copy;09/14/2017 08:16:30
1029;Rename;09/14/2017 13:29:27
3012;Create;09/14/2017 13:29:16
1472;Open;09/23/2017 10:04:35
1472;Open;09/23/2017 09:15:36
1472;Open;09/23/2017 10:00:04
1472;Open;09/23/2017 10:07:28
1472;Open;09/23/2017 09:44:22
2482;Delete;09/23/2017 07:56:21
3766;Create;09/23/2017 09:58:19
3766;Delete;09/23/2017 09:58:26
3766;Open;09/23/2017 09:58:19
805;Open;09/22/2017 10:41:00
805;Open;09/28/2017 09:01:08
805;Open;09/24/2017 13:00:39
591;Open;09/14/2017 09:58:06
591;Open;09/16/2017 14:15:05
591;Open;09/16/2017 10:40:09
591;Open;09/13/2017 10:15:40
591;Open;09/17/2017 10:42:41
591;Open;09/15/2017 14:41:38
591;Open;09/15/2017 11:49:51
3751;Delete;09/23/2017 08:24:06
2626;Open;09/23/2017 12:29:53
2626;Open;09/23/2017 13:30:16
2626;Open;09/23/2017 09:12:26
3294;Delete;09/21/2017 15:19:04
3294;Open;09/21/2017 15:22:19
3294;Delete;09/21/2017 15:19:04
3049;Delete;9.10.2017 6:55
3049;Delete;09/17/2017 09:31:27
3862;Create;09/28/2017 11:57:06
1154;Create;09/23/2017 07:55:44
1154;Open;09/23/2017 07:57:58
1154;Open;09/23/2017 07:55:44
1154;Open;09/23/2017 07:56:03
1412;Open;09/23/2017 09:44:11
1412;Open;09/23/2017 10:07:28
1412;Open;09/23/2017 10:07:22
1412;Open;09/22/2017 13:50:43
1412;Open;09/23/2017 10:04:26
1412;Open;09/23/2017 10:02:37
1412;Open;09/23/2017 09:14:48
1412;Open;09/22/2017 13:49:19
1412;Open;09/23/2017 10:00:00
1414;Open;09/23/2017 09:44:12
1414;Open;09/22/2017 13:49:20
1414;Open;09/23/2017 10:04:26
1414;Open;09/23/2017 09:15:02
1414;Open;09/23/2017 10:07:28
